country,educationalLevel,region,name,hasCCAS,about,websites,websitesLabel,adoptionYear,mechanisms,listLength,participatingInstitutions,priorities,latitude,longitude,gobVerified
PRI,primary,LAC,Puerto Rico,1.0,"Puerto Rico has a coordinated system for primary and secondary schools. Priority is given to students remaining in their current school, then to those seeking transfers based on their preferences. Families can list up to three schools per child.",[https://prdesieprod.opc.oracleoutsourcing.com/registro/ ],[prdesieprod.opc.oracleoutsourcing.com/registro/ ],2017.0,[boston],[3],[other],,18.2247706,-66.4858295,0
PRK,primary,East Asia & Pacific,North Korea,,,,,,,,,,40.3736611,127.0870417,0
PRK,tertiary,East Asia & Pacific,North Korea,,,,,,,,,,40.3736611,127.0870417,0
PRT,primary,Europe & central Asia,Portugal,1.0,"Portugal has a coordinated system for primary and secondary schools at the national level. Applicants can select up to five schools and their desired course. Priority is given to the first preference, with subsequent options considered if vacancies are unavailable. Tiebreaker criteria change among institutions.",[portaldasmatriculas.edu.gov.pt],[portaldasmatriculas.edu.gov.pt],2020.0,[boston],[5],[all],"[family,distance,sen]",39.6621648,-8.1353519,0
PRT,secondary,Europe & central Asia,Portugal,1.0,"Portugal has a coordinated system for primary and secondary schools at the national level. Applicants can select up to five schools and their desired course. Priority is given to the first preference, with subsequent options considered if vacancies are unavailable. Tiebreaker criteria change among institutions.",[portaldasmatriculas.edu.gov.pt],[portaldasmatriculas.edu.gov.pt],2020.0,[boston],[5],[all],"[family,distance,sen]",39.6621648,-8.1353519,0
PRY,primary,LAC,Paraguay,0.0,This country lacks a coordinated system.,,,,,,,,-23.3165935,-58.1693445,0
PRY,tertiary,LAC,Paraguay,0.0,This country lacks a coordinated system.,,,,,,,,-23.3165935,-58.1693445,0
QAT,primary,Middle East & North Africa,Qatar,1.0,"In Qatar, the Ministry of Education manages coordinated admission for public primary and secondary schools. The online platform enables parents to view school capacities, vacancies, and enroll students accordingly. Siblings receive priority in registration.",,,,,,[public],[family],25.3336984,51.2295295,0
QAT,secondary,Middle East & North Africa,Qatar,1.0,"In Qatar, the Ministry of Education manages coordinated admission for public primary and secondary schools. The online platform enables parents to view school capacities, vacancies, and enroll students accordingly. Siblings receive priority in registration.",,,,,,[public],[family],25.3336984,51.2295295,0
ROU,tertiary,Europe & central Asia,Romania,0.0,This country lacks a coordinated system.,,,,,,,,45.9852129,24.6859225,0
ROU,primary,Europe & central Asia,Romania,0.0,This country lacks a coordinated system.,,,,,,,,45.9852129,24.6859225,0
RUS,secondary,Europe & central Asia,Russia,0.0,This country lacks a coordinated system.,,,,,,,,64.6863136,97.7453061,0
RUS,tertiary,Europe & central Asia,Russia,0.0,This country lacks a coordinated system.,,,,,,,,64.6863136,97.7453061,0
RWA,primary,Sub-Saharan Africa,Rwanda,0.0,This country lacks a coordinated system.,,,,,,,,-1.9646631,30.0644358,0
RWA,secondary,Sub-Saharan Africa,Rwanda,1.0,Rwanda has a coordinated system for students who have successfully passed the primary national examinations. Good performance is crucial because the system starts allocating the best performing students. Students are assigned to schools within their respective districts or in close proximity to their locations.,,,,,,,"[academic,distance]",-1.9646631,30.0644358,0
SAU,tertiary,Middle East & North Africa,Saudi Arabia,0.0,This country lacks a coordinated system.,,,,,,,,25.6242618,42.3528328,0
SAU,secondary,Middle East & North Africa,Saudi Arabia,0.0,This country lacks a coordinated system.,,,,,,,,25.6242618,42.3528328,0
SDN,secondary,Sub-Saharan Africa,Sudan,0.0,This country lacks a coordinated system.,,,,,,,,10.9,6.5,0
SDN,tertiary,Sub-Saharan Africa,Sudan,1.0,"Sudan's tertiary education admission follows a coordinated system with two rounds. Applicants order preferences, with admission based on secondary examination scores. Half of seats in disadvantaged states must be assign to students living in that state.",[www.admission.gov.sd],[admission.gov.sd],,,[45],[all],"[academic,ses]",10.9,6.5,0
SEN,tertiary,Sub-Saharan Africa,Senegal,0.0,This country lacks a coordinated system.,,,,,,,,14.4750607,-14.4529612,0
SEN,secondary,Sub-Saharan Africa,Senegal,0.0,This country lacks a coordinated system.,,,,,,,,14.4750607,-14.4529612,0
SGP,secondary,East Asia & Pacific,Singapore,1.0,"Singapore has a coordinated system for public schools. If the number of applicants exceeds the number of vacancies, selection will be based on merit. The schools offer priority admission if listed as the first choice. Students not placed in preferred schools are allocated based on their exams scores and registered address. Tiebreaking rules include citizenship status and order of school choice.",,,,[sd],[6],[public],[academic],1.357107,103.8194992,0
SGP,primary,East Asia & Pacific,Singapore,1.0,"The coordinated system for public schools in Singapore follows several phases. These phases include considerations such as sibling connections, parent volunteerism, alumni affiliation, and home-school distance. Registrants are allowed to select only one school at each phase. If the number of applicants exceeds school vacancies, a random assignment is made.",,,1972.0,[boston],[1],[public],[distance],1.357107,103.8194992,0
SLB,tertiary,East Asia & Pacific,Solomon Is.,,,,,,,,,,36.1492625,-83.1648851,0
SLB,primary,East Asia & Pacific,Solomon Is.,,,,,,,,,,36.1492625,-83.1648851,0
SLE,secondary,Sub-Saharan Africa,Sierra Leone,1.0,"Sierra Leona has a coordinated system for secondary public schools. Candidates can choose up to three schools, and placement is based on their choices and an entry exam. An algorithm considers available seats, prioritizing first-choice candidates. Interviews may follow for admission, with candidates not placed in their choices accommodated in the nearest available school.",,,2020.0,[boston],[3],[public],[academic],8.6400349,-11.8400269,0
SLE,tertiary,Sub-Saharan Africa,Sierra Leone,0.0,This country lacks a coordinated system.,,,,,,,,8.6400349,-11.8400269,0
SLV,primary,LAC,El Salvador,0.0,This country lacks a coordinated system.,,,,,,,,13.8000382,-88.9140683,0
SLV,tertiary,LAC,El Salvador,0.0,This country lacks a coordinated system.,,,,,,,,13.8000382,-88.9140683,0
SOM,tertiary,Sub-Saharan Africa,Somalia,0.0,This country lacks a coordinated system.,,,,,,,,8.3676771,49.083416,0
SOM,primary,Sub-Saharan Africa,Somalia,0.0,This country lacks a coordinated system.,,,,,,,,8.3676771,49.083416,0
SRB,primary,Europe & central Asia,Serbia,0.0,This country lacks a coordinated system.,,,,,,,,44.02432285,21.07657433209902,0
SRB,tertiary,Europe & central Asia,Serbia,0.0,This country lacks a coordinated system.,,,,,,,,44.02432285,21.07657433209902,0
SSD,primary,Sub-Saharan Africa,South Sudan,0.0,This country lacks a coordinated system.,,,,,,,,7.8699431,29.6667897,0
SSD,secondary,Sub-Saharan Africa,South Sudan,0.0,This country lacks a coordinated system.,,,,,,,,7.8699431,29.6667897,0
SUR,primary,LAC,Suriname,,,,,,,,,,4.1413025,-56.0771187,0
SUR,tertiary,LAC,Suriname,,,,,,,,,,4.1413025,-56.0771187,0
SVK,secondary,Europe & central Asia,Slovak Republic,0.0,This country lacks a coordinated system.,,,,,,,,48.7411522,19.4528646,0
SVK,tertiary,Europe & central Asia,Slovak Republic,0.0,This country lacks a coordinated system.,,,,,,,,48.7411522,19.4528646,0
SVN,tertiary,Europe & central Asia,Slovenia,1.0,"Slovenia has a coordinated system for tertiary institutions at the national level. Candidates may specify a maximum of three different study programs in order of priority in which they wish to enroll. Selection criteria typically include final exam scores and overall academic performance in secondary school, with specific subject achievements also considered.",[https://portal.evs.gov.si/home],[portal.evs.gov.si/home],1994.0,,[3],[all],[academic],46.1199444,14.8153333,0
SVN,secondary,Europe & central Asia,Slovenia,1.0,"Slovenia operates a coordinated system for secondary schools. Candidates apply for enrollment in one educational program at one school. The selection process involves two rounds for programs with enrollment restrictions. In the first round, students are allocated based on academic performance.",,,2018.0,[boston],[1],[all],[academic],46.1199444,14.8153333,0
SWE,secondary,Europe & central Asia,Sweden,1.0,"In regions like Gothenburg, Stockholm, Uppsala, and Vasteras, Sweden, coordinated systems manage secondary school admissions. Students rank their school preferences and compete based on their academic performance.","[https://indra2.se/,https://skane.dexter-ist.com/Skane/Default.asp?page=auth/common/login,https://orebro.dexter-ist.com/Orebro/Default.asp?page=auth/common/login,https://indra.storsthlm.se/,https://uppsala.dexter-ist.com/Uppsala/Default.asp?page=auth/common/login,https://www.gymnasieantagning.vastmanland.se/Vland/Default.asp?page=auth/common/login]","[indra2.se/,skane.dexter-ist.com/Skane/Default.asp?page=auth/common/login,orebro.dexter-ist.com/Orebro/Default.asp?page=auth/common/login,indra.storsthlm.se/,uppsala.dexter-ist.com/Uppsala/Default.asp?page=auth/common/login,gymnasieantagning.vastmanland.se/Vland/Default.asp?page=auth/common/login]",2000.0,[sd],"[30, Unlimited, 4, 5]","[all,other]","[academic,distance]",59.6749712,14.5208584,0
SWE,tertiary,Europe & central Asia,Sweden,1.0,"University applications for all programs are coordinated through the Swedish Council for Higher Education. The process includes two rounds: one for English programs and another for Swedish programs. Applicants can choose up to eight programs. Each institution determines its own admission criteria. After considering on-time applicants, remaining spots are offered to waitlisted and late applicants.",[www.universityadmissions.se],[universityadmissions.se],,[da],[8],[all],,59.6749712,14.5208584,0
SWZ,secondary,Sub-Saharan Africa,Eswatini,,,,,,,,,,-26.5624806,31.3991317,0
SWZ,primary,Sub-Saharan Africa,Eswatini,,,,,,,,,,-26.5624806,31.3991317,0
SYR,secondary,Middle East & North Africa,Syria,0.0,This country lacks a coordinated system.,,,,,,,,34.815353599999995,38.42307447267531,0
SYR,tertiary,Middle East & North Africa,Syria,1.0,"Syria has a coordinated system for scientific programs. Mofadala is a list describing the minimum scores required. After graduation exams, the Mofadala is published. Depending on this and applicants’ interests, they list fields in order. Then, the second Mofadala is published, which determines allocations. Students are assigned to the first field on their list in which they meet the minimum score.",[www.mof.sy/],[mof.sy/],,,[45],[other],[academic],34.815353599999995,38.42307447267531,0
TCD,tertiary,Sub-Saharan Africa,Chad,0.0,This country lacks a coordinated system.,,,,,,,,15.6134137,19.0156172,0
TCD,primary,Sub-Saharan Africa,Chad,0.0,This country lacks a coordinated system.,,,,,,,,15.6134137,19.0156172,0
TGO,tertiary,Sub-Saharan Africa,Togo,0.0,This country lacks a coordinated system.,,,,,,,,8.7800265,1.0199765,0
TGO,secondary,Sub-Saharan Africa,Togo,0.0,This country lacks a coordinated system.,,,,,,,,8.7800265,1.0199765,0
THA,primary,East Asia & Pacific,Thailand,0.0,This country lacks a coordinated system.,,,,,,,,7.4931858,124.724704,0
THA,secondary,East Asia & Pacific,Thailand,0.0,This country lacks a coordinated system.,,,,,,,,7.4931858,124.724704,0
TJK,tertiary,Europe & central Asia,Tajikistan,0.0,This country lacks a coordinated system.,,,,,,,,38.6281733,70.8156541,0
TJK,secondary,Europe & central Asia,Tajikistan,0.0,This country lacks a coordinated system.,,,,,,,,38.6281733,70.8156541,0
TKM,secondary,Europe & central Asia,Turkmenistan,0.0,This country lacks a coordinated system.,,,,,,,,39.3763807,59.3924609,0
TKM,primary,Europe & central Asia,Turkmenistan,0.0,This country lacks a coordinated system.,,,,,,,,39.3763807,59.3924609,0
TLS,primary,East Asia & Pacific,Timor-Leste,,,,,,,,,,-8.7443169,126.063482,0
TLS,tertiary,East Asia & Pacific,Timor-Leste,,,,,,,,,,-8.7443169,126.063482,0
TTO,primary,LAC,Trinidad and Tobago,,,,,,,,,,10.7466905,-61.0840075,0
TTO,tertiary,LAC,Trinidad and Tobago,,,,,,,,,,10.7466905,-61.0840075,0
TUN,tertiary,Middle East & North Africa,Tunisia,1.0,"Tunisia manages a coordinated system for public institutions. Applicants' selection is primarily based on their baccalaureate score, which considers GPA, grades in relevant subjects, and their location. Students can list multiple program choices, with a minimum requirement of six. The selection process involves several rounds, prioritizing candidates with higher scores in the first round.",[https://www.orientation.tn/orient/],[orientation.tn/orient/],,[da],[Unlimited],[public],"[academic,distance]",36.8002068,10.1857757,0
TUN,secondary,Middle East & North Africa,Tunisia,1.0,"In Tunisia, a coordinated system is employed for admission to twelve selective high schools across the country. The application process depends on the student's middle school district, with some students having limited choice based on their district. Applicants undergo selection based on their performance in the national end-of-middle-school exam.",,,,[boston],[1],[other],[academic],36.8002068,10.1857757,0
TUR,tertiary,Europe & central Asia,Turkey,1.0,"Turkey has a coordinated system for tertiary education. A student’s results from the tests basic proficiency (40%) and field qualification (60%), are combined with their grades to calculate a final score. After students have received their results, they indicate their preferences for up to 24 programs via a coordinated system which automatically assigns applicants to a bachelor’s program.",[https://ais.osym.gov.tr/],[ais.osym.gov.tr/],1974.0,[sd],[24],[all],[academic],38.9597594,34.9249653,0
TUR,secondary,Europe & central Asia,Turkey,1.0,"Turkey has a coordinated system for public schools. The system covers three types of schools: central exam, local placement, and boarding. Students apply to all three simultaneously. If students are assigned to a central exam school (using a serial dictatorship mechanism) and accept, other two types will not be considered. The same is true between local placement and boarding school preferences.",[https://eokulyd.meb.gov.tr/],[eokulyd.meb.gov.tr/],1997.0,[sd],,[public],"[academic,distance]",38.9597594,34.9249653,0
TWN,secondary,East Asia & Pacific,Taiwan,,,,,,,,,,23.5983227,120.83537694479216,0
TWN,tertiary,East Asia & Pacific,Taiwan,,,,,,,,,,23.5983227,120.83537694479216,0
TWN,primary,East Asia & Pacific,Taiwan,,,,,,,,,,23.5983227,120.83537694479216,0
TZA,primary,Sub-Saharan Africa,Tanzania,0.0,This country lacks a coordinated system.,,,,,,,,-6.5247123,35.7878438,0
TZA,tertiary,Sub-Saharan Africa,Tanzania,1.0,"In Tanzania, tertiary education admission is facilitated through a coordinated online system. Applicants can select up to five institutions and will eventually be assigned to one of their choices.",[https://www.tcu.go.tz/],[tcu.go.tz/],,,[5],,,-6.5247123,35.7878438,0
UGA,primary,Sub-Saharan Africa,Uganda,0.0,This country lacks a coordinated system.,,,,,,,,1.5333554,32.2166578,0
UGA,tertiary,Sub-Saharan Africa,Uganda,1.0,"Uganda has a coordinated system for government-sponsored seats at public universities. Admission pathways include the national merit quota and the district quota, with 25% of seats allocated via district quotas to address regional inequalities. There exists a bonus point system for women's participation. Unsuccessful applicants in the first round can reapply under private sponsorship.",,,1990s,,[10],[public],"[academic,distance,gender]",1.5333554,32.2166578,0
UKR,secondary,Europe & central Asia,Ukraine,0.0,This country lacks a coordinated system.,,,,,,,,49.4871968,31.2718321,0
UKR,primary,Europe & central Asia,Ukraine,0.0,This country lacks a coordinated system.,,,,,,,,49.4871968,31.2718321,0
URY,primary,LAC,Uruguay,0.0,This country lacks a coordinated system.,,,,,,,,-32.8755548,-56.0201525,0
URY,secondary,LAC,Uruguay,1.0,"Uruguay implements a national coordinated system for school admissions. Families must register three preferred institutions during the application process for public high schools. The first option is determined based on proximity, considering the school the student has historically attended. For the other two options, families have the flexibility to select the institution of their choice.",,,,[da],[3],[all],,-32.8755548,-56.0201525,0
USA,secondary,North America,United States,1.0,"In the U.S., cities such as Boston, Chicago, Dallas, Houston, Los Angeles, New York, San Antonio and San Diego apply various school choice systems. These systems use priority criteria such as proximity, sibling enrollment and use lotteries to distribute places in preferred schools. The range of school choice usually varies from 5 to 14 options.","[https://sis.mybps.org/aspen/logon.do;jsessionid=qlpGRPOjK2tS9vJgMz9dxhVLObTGUgEBOlF6A8Kt.sisapp-01_0, go.cps.edu,https://choose.dallasisd.org/login,https://choosehisd.my.site.com/Apply/SiteLanding,https://enroll.lausd.net/en/Account/Parent,https://www.myschools.nyc/es/,https://saisdenroll.schoolmint.net/welcome,https://registration.powerschool.com/family/ActionForms/Public/34385]","[sis.mybps.org/aspen/logon.do;jsessionid=qlpGRPOjK2tS9vJgMz9dxhVLObTGUgEBOlF6A8Kt.sisapp-01_0, go.cps.edu,choose.dallasisd.org/login,choosehisd.my.site.com/Apply/SiteLanding,enroll.lausd.net/en/Account/Parent,myschools.nyc/es/,saisdenroll.schoolmint.net/welcome,registration.powerschool.com/family/ActionForms/Public/34385]",1980.0,"[da,boston,sd]","[12, 6, 10, Unlimited, 3, 5]","[all,public]","[family,academic,distance,sen,ses]",39.7837304,-100.445882,0
USA,primary,North America,United States,1.0,"In the U.S., cities such as Boston, Chicago, Dallas, Houston, Los Angeles, New York, San Antonio and San Diego apply various school choice systems. These systems use priority criteria such as proximity, sibling enrollment and use lotteries to distribute places in preferred schools. The range of school choice usually varies from 5 to 14 options.","[https://sis.mybps.org/aspen/logon.do;jsessionid=qlpGRPOjK2tS9vJgMz9dxhVLObTGUgEBOlF6A8Kt.sisapp-01_0, go.cps.edu,https://choose.dallasisd.org/login,https://choosehisd.my.site.com/Apply/SiteLanding,https://www.myschools.nyc/es/,https://saisdenroll.schoolmint.net/welcome,https://registration.powerschool.com/family/ActionForms/Public/34385]","[sis.mybps.org/aspen/logon.do;jsessionid=qlpGRPOjK2tS9vJgMz9dxhVLObTGUgEBOlF6A8Kt.sisapp-01_0, go.cps.edu,choose.dallasisd.org/login,choosehisd.my.site.com/Apply/SiteLanding,myschools.nyc/es/,saisdenroll.schoolmint.net/welcome,registration.powerschool.com/family/ActionForms/Public/34385]",1980.0,[da],"[12, 10, Unlimited, 3, 5]","[all,public]","[family,academic,distance,ses]",39.7837304,-100.445882,0
UZB,secondary,Europe & central Asia,Uzbekistan,0.0,This country lacks a coordinated system.,,,,,,,,41.32373,63.9528098,0
UZB,primary,Europe & central Asia,Uzbekistan,0.0,This country lacks a coordinated system.,,,,,,,,41.32373,63.9528098,0
VEN,primary,LAC,Venezuela,0.0,This country lacks a coordinated system.,,,,,,,,8.0018709,-66.1109318,0
VEN,secondary,LAC,Venezuela,0.0,This country lacks a coordinated system.,,,,,,,,8.0018709,-66.1109318,0
VNM,tertiary,East Asia & Pacific,Vietnam,1.0,"Vietnam has a coordinated system. Candidates can apply to 2 institutions. There are a lot of methods by which universities rank students, and usually each university has more than one method. Nowadays, candidates do not need to choose a method, because the system will consider the method with the highest chance of acceptance.",,,2015.0,,[2],,,15.9266657,107.9650855,0
VNM,secondary,East Asia & Pacific,Vietnam,0.0,This country lacks a coordinated system.,,,,,,,,15.9266657,107.9650855,0
VUT,tertiary,East Asia & Pacific,Vanuatu,,,,,,,,,,-16.5255069,168.1069154,0
VUT,secondary,East Asia & Pacific,Vanuatu,,,,,,,,,,-16.5255069,168.1069154,0
YEM,primary,Middle East & North Africa,Yemen,0.0,This country lacks a coordinated system.,,,,,,,,16.3471243,47.8915271,0
YEM,secondary,Middle East & North Africa,Yemen,0.0,This country lacks a coordinated system.,,,,,,,,16.3471243,47.8915271,0
ZAF,secondary,Sub-Saharan Africa,South Africa,0.0,This country lacks a coordinated system.,,,,,,,,-28.8166236,24.991639,0
ZAF,tertiary,Sub-Saharan Africa,South Africa,0.0,This country lacks a coordinated system.,,,,,,,,-28.8166236,24.991639,0
ZMB,primary,Sub-Saharan Africa,Zambia,0.0,This country lacks a coordinated system.,,,,,,,,-14.5189121,27.5589884,0
ZMB,secondary,Sub-Saharan Africa,Zambia,0.0,This country lacks a coordinated system.,,,,,,,,-14.5189121,27.5589884,0
ZWE,tertiary,Sub-Saharan Africa,Zimbabwe,0.0,This country lacks a coordinated system.,,,,,,,,-18.4554963,29.7468414,0
ZWE,primary,Sub-Saharan Africa,Zimbabwe,0.0,This country lacks a coordinated system.,,,,,,,,-18.4554963,29.7468414,0
